state,date,total_cases,deaths
PA,2020-04-16,557,26
PB,2020-04-16,195,26
PE,2020-04-16,1683,160
PI,2020-04-16,102,8
PR,2020-04-16,845,43
RJ,2020-04-16,3944,301
RN,2020-04-16,463,23
RO,2020-04-16,92,3
RR,2020-04-16,164,3
RS,2020-04-16,792,21
SC,2020-04-16,926,30
SE,2020-04-16,53,4
SP,2020-04-16,11568,853
TO,2020-04-16,31,1
TOTAL,2020-04-16,31101,1962
AC,2020-04-17,135,5
AL,2020-04-17,110,7
AM,2020-04-17,1809,145
AP,2020-04-17,375,10
BA,2020-04-17,1064,36
CE,2020-04-17,2747,155
DF,2020-04-17,756,24
ES,2020-04-17,952,28
GO,2020-04-17,335,16
MA,2020-04-17,1040,44
MG,2020-04-17,1021,35
MS,2020-04-17,143,5
MT,2020-04-17,162,5
PA,2020-04-17,627,32
PB,2020-04-17,205,28
PE,2020-04-17,2006,186
PI,2020-04-17,123,9
PR,2020-04-17,887,44
RJ,2020-04-17,4349,341
RN,2020-04-17,516,24
RO,2020-04-17,110,3
RR,2020-04-17,201,3
RS,2020-04-17,831,24
SC,2020-04-17,962,31
SE,2020-04-17,58,4
SP,2020-04-17,12841,928
TO,2020-04-17,32,1
TOTAL,2020-04-17,34397,2173
AC,2020-04-18,142,6
AL,2020-04-18,132,10
AM,2020-04-18,1897,161
AP,2020-04-18,400,10
BA,2020-04-18,1200,40
CE,2020-04-18,3062,180
DF,2020-04-18,796,24
ES,2020-04-18,1099,30
GO,2020-04-18,378,18
MA,2020-04-18,1205,48
MG,2020-04-18,1077,39
MS,2020-04-18,161,5
MT,2020-04-18,171,5
PA,2020-04-18,641,33
PB,2020-04-18,236,29
PE,2020-04-18,2193,205
PI,2020-04-18,144,10
PR,2020-04-18,960,49
RJ,2020-04-18,4543,387
RN,2020-04-18,561,26
RO,2020-04-18,128,4
RR,2020-04-18,222,3
RS,2020-04-18,854,24
SC,2020-04-18,975,32
SE,2020-04-18,71,5
SP,2020-04-18,13894,991
TO,2020-04-18,33,1
TOTAL,2020-04-18,37175,2375
AC,2020-04-19,163,6
AL,2020-04-19,159,15
AM,2020-04-19,2044,182
AP,2020-04-19,416,11
BA,2020-04-19,1249,45
CE,2020-04-19,3308,189
DF,2020-04-19,860,24
ES,2020-04-19,1195,34
GO,2020-04-19,393,18
MA,2020-04-19,1320,54
MG,2020-04-19,1154,39
MS,2020-04-19,168,5
MT,2020-04-19,174,5
PA,2020-04-19,685,34
PB,2020-04-19,245,32
PE,2020-04-19,2459,216
PI,2020-04-19,158,12
PR,2020-04-19,1002,52
RJ,2020-04-19,4765,402
RN,2020-04-19,595,27
RO,2020-04-19,160,4
RR,2020-04-19,244,3
RS,2020-04-19,869,26
SC,2020-04-19,1025,35
SE,2020-04-19,86,5
SP,2020-04-19,14267,1015
TO,2020-04-19,34,1
TOTAL,2020-04-19,39197,2491
AC,2020-04-20,176,8
AL,2020-04-20,171,18
AM,2020-04-20,2160,185
AP,2020-04-20,435,13
BA,2020-04-20,1377,47
CE,2020-04-20,3487,206
DF,2020-04-20,875,24
ES,2020-04-20,1212,34
GO,2020-04-20,403,19
MA,2020-04-20,1410,60
MG,2020-04-20,1189,41
MS,2020-04-20,171,5
MT,2020-04-20,181,6
PA,2020-04-20,902,35
PB,2020-04-20,263,33
PE,2020-04-20,2690,234
PI,2020-04-20,186,14
PR,2020-04-20,1022,53
RJ,2020-04-20,4899,422
RN,2020-04-20,608,28
RO,2020-04-20,199,4
RR,2020-04-20,247,3
RS,2020-04-20,904,27
SC,2020-04-20,1063,35
SE,2020-04-20,92,5
SP,2020-04-20,14580,1037
TO,2020-04-20,35,2
TOTAL,2020-04-20,40937,2598
AC,2020-04-21,195,8
AL,2020-04-21,210,19
AM,2020-04-21,2270,193
AP,2020-04-21,466,13
BA,2020-04-21,1504,48
CE,2020-04-21,3716,221
DF,2020-04-21,913,24
ES,2020-04-21,1313,34
GO,2020-04-21,421,19
MA,2020-04-21,1604,66
MG,2020-04-21,1230,44
MS,2020-04-21,173,6
MT,2020-04-21,181,6
PA,2020-04-21,1026,38
PB,2020-04-21,301,39
PE,2020-04-21,2908,260
PI,2020-04-21,206,15
PR,2020-04-21,1039,55
RJ,2020-04-21,5306,461
RN,2020-04-21,646,29
RO,2020-04-21,223,5
RR,2020-04-21,280,3
RS,2020-04-21,918,27
SC,2020-04-21,1091,37
SE,2020-04-21,117,7
SP,2020-04-21,15385,1093
TO,2020-04-21,37,2
TOTAL,2020-04-21,43679,2772
AC,2020-04-22,214,8
AL,2020-04-22,243,20
AM,2020-04-22,2479,207
AP,2020-04-22,492,14
BA,2020-04-22,1645,53
CE,2020-04-22,4116,239
DF,2020-04-22,959,25
ES,2020-04-22,1351,37
GO,2020-04-22,438,21
MA,2020-04-22,1757,76
MG,2020-04-22,1283,47
MS,2020-04-22,175,6
MT,2020-04-22,201,6
PA,2020-04-22,1195,43
PB,2020-04-22,345,40
PE,2020-04-22,3298,282
PI,2020-04-22,217,15
PR,2020-04-22,1077,60
RJ,2020-04-22,5552,490
RN,2020-04-22,708,34
RO,2020-04-22,223,5
RR,2020-04-22,297,3
RS,2020-04-22,970,28
SC,2020-04-22,1115,39
SE,2020-04-22,118,7
SP,2020-04-22,15914,1134
TO,2020-04-22,37,2
TOTAL,2020-04-22,46419,2941
AC,2020-04-23,227,10
AL,2020-04-23,324,22
AM,2020-04-23,2888,234
AP,2020-04-23,555,16
BA,2020-04-23,1845,62
CE,2020-04-23,4702,271
DF,2020-04-23,968,26
ES,2020-04-23,1453,43
GO,2020-04-23,453,23
MA,2020-04-23,1951,88
MG,2020-04-23,1308,51
MS,2020-04-23,186,7
MT,2020-04-23,221,7
PA,2020-04-23,1267,53
PB,2020-04-23,386,44
PE,2020-04-23,3605,312
PI,2020-04-23,256,16
PR,2020-04-23,1096,62
RJ,2020-04-23,6172,530
RN,2020-04-23,754,38
RO,2020-04-23,250,5
RR,2020-04-23,304,3
RS,2020-04-23,1039,29
SC,2020-04-23,1170,42
SE,2020-04-23,135,8
SP,2020-04-23,16740,1345
TO,2020-04-23,43,2
TOTAL,2020-04-23,50298,3349
AC,2020-04-24,234,11
AL,2020-04-24,413,27
AM,2020-04-24,3194,255
AP,2020-04-24,648,18
BA,2020-04-24,1979,67
CE,2020-04-24,5121,293
DF,2020-04-24,1012,26
ES,2020-04-24,1665,47
GO,2020-04-24,486,24
MA,2020-04-24,2105,100
MG,2020-04-24,1419,54
MS,2020-04-24,213,7
MT,2020-04-24,240,8
PA,2020-04-24,1579,86
PB,2020-04-24,447,46
PE,2020-04-24,3999,352
PI,2020-04-24,297,17
PR,2020-04-24,1133,67
RJ,2020-04-24,6282,570
RN,2020-04-24,781,40
RO,2020-04-24,290,6
RR,2020-04-24,345,3
RS,2020-04-24,1096,34
SC,2020-04-24,1209,42
SE,2020-04-24,145,8
SP,2020-04-24,17826,1512
TO,2020-04-24,50,2
TOTAL,2020-04-24,54208,3722
AC,2020-04-25,258,11
AL,2020-04-25,501,29
AM,2020-04-25,3635,287
AP,2020-04-25,689,20
BA,2020-04-25,2116,72
CE,2020-04-25,5667,326
DF,2020-04-25,1020,27
ES,2020-04-25,1711,52
GO,2020-04-25,506,25
MA,2020-04-25,2223,112
MG,2020-04-25,1481,58
MS,2020-04-25,217,7
MT,2020-04-25,247,9
PA,2020-04-25,1745,95
PB,2020-04-25,499,49
PE,2020-04-25,4507,381
PI,2020-04-25,331,18
PR,2020-04-25,1155,71
RJ,2020-04-25,6828,615
RN,2020-04-25,825,44
RO,2020-04-25,328,7
RR,2020-04-25,401,4
RS,2020-04-25,1166,35
SC,2020-04-25,1235,42
SE,2020-04-25,154,9
SP,2020-04-25,20004,1667
TO,2020-04-25,58,2
TOTAL,2020-04-25,59507,4074
AC,2020-04-26,279,11
AL,2020-04-26,560,32
AM,2020-04-26,3833,304
AP,2020-04-26,821,23
BA,2020-04-26,2248,74
CE,2020-04-26,6260,376
DF,2020-04-26,1125,27
ES,2020-04-26,1819,57
GO,2020-04-26,573,25
MA,2020-04-26,2410,125
MG,2020-04-26,1548,61
MS,2020-04-26,234,7
MT,2020-04-26,250,9
PA,2020-04-26,2070,114
PB,2020-04-26,543,50
PE,2020-04-26,4898,415
PI,2020-04-26,364,20
PR,2020-04-26,1171,75
RJ,2020-04-26,7111,645
RN,2020-04-26,832,45
RO,2020-04-26,364,10
RR,2020-04-26,407,4
RS,2020-04-26,1208,38
SC,2020-04-26,1337,43
SE,2020-04-26,175,9
SP,2020-04-26,20715,1700
TO,2020-04-26,67,2
TOTAL,2020-04-26,63222,4301
AC,2020-04-27,301,14
AL,2020-04-27,643,34
AM,2020-04-27,3928,320
AP,2020-04-27,842,26
BA,2020-04-27,2356,83
CE,2020-04-27,6783,397
DF,2020-04-27,1189,28
ES,2020-04-27,1944,63
GO,2020-04-27,616,26
MA,2020-04-27,2528,145
MG,2020-04-27,1586,62
MS,2020-04-27,238,9
MT,2020-04-27,257,10
PA,2020-04-27,2219,122
PB,2020-04-27,633,53
PE,2020-04-27,5358,450
PI,2020-04-27,408,21
PR,2020-04-27,1201,77
RJ,2020-04-27,7944,677
RN,2020-04-27,857,48
RO,2020-04-27,393,10
RR,2020-04-27,425,4
RS,2020-04-27,1256,45
SC,2020-04-27,1476,44
SE,2020-04-27,211,11
SP,2020-04-27,21696,1825
TO,2020-04-27,79,2
TOTAL,2020-04-27,67367,4606
AC,2020-04-28,317,16
AL,2020-04-28,777,36
AM,2020-04-28,4337,351
AP,2020-04-28,918,28
BA,2020-04-28,2564,93
CE,2020-04-28,6985,417
DF,2020-04-28,1230,28
ES,2020-04-28,2164,77
GO,2020-04-28,661,27
MA,2020-04-28,2804,166
MG,2020-04-28,1649,71
MS,2020-04-28,240,9
MT,2020-04-28,261,11
PA,2020-04-28,2319,132
PB,2020-04-28,698,57
PE,2020-04-28,5724,508
PI,2020-04-28,454,24
PR,2020-04-28,1286,79
RJ,2020-04-28,8504,738
RN,2020-04-28,1086,54
RO,2020-04-28,413,11
RR,2020-04-28,425,6
RS,2020-04-28,1350,49
SC,2020-04-28,1995,44
SE,2020-04-28,280,11
SP,2020-04-28,24041,2049
TO,2020-04-28,116,2
TOTAL,2020-04-28,73598,5094
AC,2020-04-29,354,18
AL,2020-04-29,957,41
AM,2020-04-29,4801,380
AP,2020-04-29,1016,31
BA,2020-04-29,2676,100
CE,2020-04-29,7411,450
DF,2020-04-29,1313,28
ES,2020-04-29,2538,84
GO,2020-04-29,705,27
MA,2020-04-29,3190,184
MG,2020-04-29,1758,80
MS,2020-04-29,249,9
MT,2020-04-29,292,11
PA,2020-04-29,2586,156
PB,2020-04-29,814,62
PE,2020-04-29,6194,538
PI,2020-04-29,513,24
PR,2020-04-29,1364,84
RJ,2020-04-29,8869,794
RN,2020-04-29,1177,56
RO,2020-04-29,433,15
RR,2020-04-29,452,6
RS,2020-04-29,1420,51
SC,2020-04-29,2085,46
SE,2020-04-29,337,12
SP,2020-04-29,26158,2247
TO,2020-04-29,137,3
TOTAL,2020-04-29,79799,5537
AC,2020-04-30,404,19
AL,2020-04-30,1045,47
AM,2020-04-30,5254,425
AP,2020-04-30,1080,34
BA,2020-04-30,2867,106
CE,2020-04-30,7861,492
DF,2020-04-30,1423,30
ES,2020-04-30,2688,93
GO,2020-04-30,781,29
MA,2020-04-30,3506,204
MG,2020-04-30,1827,82
MS,2020-04-30,255,9
MT,2020-04-30,297,11
PA,2020-04-30,2999,224
PB,2020-04-30,926,67
PE,2020-04-30,6876,565
PI,2020-04-30,600,24
PR,2020-04-30,1423,88
RJ,2020-04-30,9453,854
RN,2020-04-30,1297,56
RO,2020-04-30,502,16
RR,2020-04-30,519,7
RS,2020-04-30,1529,58
SC,2020-04-30,2394,48
SE,2020-04-30,453,14
SP,2020-04-30,28698,2375
TO,2020-04-30,164,3
TOTAL,2020-04-30,87121,5980
AC,2020-05-01,487,19
AL,2020-05-01,1226,53
AM,2020-05-01,5723,476
AP,2020-05-01,1121,37
BA,2020-05-01,3140,117
CE,2020-05-01,8000,539
DF,2020-05-01,1546,31
ES,2020-05-01,2913,101
GO,2020-05-01,808,29
MA,2020-05-01,3805,224
MG,2020-05-01,1935,88
MS,2020-05-01,261,9
MT,2020-05-01,320,11
PA,2020-05-01,3359,263
PB,2020-05-01,1034,74
PE,2020-05-01,7334,603
PI,2020-05-01,665,26
PR,2020-05-01,1464,92
RJ,2020-05-01,10166,921
RN,2020-05-01,1366,59
RO,2020-05-01,585,18
RR,2020-05-01,602,8
RS,2020-05-01,1619,62
SC,2020-05-01,2104,50
SE,2020-05-01,517,14
SP,2020-05-01,30374,2511
TO,2020-05-01,191,4
TOTAL,2020-05-01,92665,6439
AC,2020-05-02,553,22
AL,2020-05-02,1372,58
AM,2020-05-02,6062,501
AP,2020-05-02,1187,40
BA,2020-05-02,3315,123
CE,2020-05-02,8309,638
DF,2020-05-02,1605,32
ES,2020-05-02,3104,104
GO,2020-05-02,825,30
MA,2020-05-02,4040,237
MG,2020-05-02,2023,88
MS,2020-05-02,266,9
MT,2020-05-02,331,12
PA,2020-05-02,3727,306
PB,2020-05-02,1169,76
PE,2020-05-02,8145,628
PI,2020-05-02,742,28
PR,2020-05-02,1510,93
RJ,2020-05-02,10546,971
RN,2020-05-02,1392,61
RO,2020-05-02,654,23
RR,2020-05-02,668,9
RS,2020-05-02,1666,65
SC,2020-05-02,2346,52
SE,2020-05-02,601,14
SP,2020-05-02,31174,2586
TO,2020-05-02,246,4
TOTAL,2020-05-02,97578,6810
AC,2020-05-03,658,25
AL,2020-05-03,1441,64
AM,2020-05-03,6683,548
AP,2020-05-03,1482,43
BA,2020-05-03,3566,128
CE,2020-05-03,8379,677
DF,2020-05-03,1720,33
ES,2020-05-03,3208,115
GO,2020-05-03,850,30
MA,2020-05-03,4227,249
MG,2020-05-03,2118,89
MS,2020-05-03,272,10
MT,2020-05-03,337,12
PA,2020-05-03,3920,317
PB,2020-05-03,1219,79
PE,2020-05-03,8643,652
PI,2020-05-03,784,28
PR,2020-05-03,1533,96
RJ,2020-05-03,11139,1019
RN,2020-05-03,1421,62
RO,2020-05-03,705,24
RR,2020-05-03,740,11
RS,2020-05-03,1690,67
SC,2020-05-03,2519,52
SE,2020-05-03,730,14
SP,2020-05-03,31772,2627
TO,2020-05-03,267,6
TOTAL,2020-05-03,102023,7077
AC,2020-05-04,733,28
AL,2020-05-04,1538,72
AM,2020-05-04,7313,585
AP,2020-05-04,1733,49
BA,2020-05-04,3734,141
CE,2020-05-04,11040,712
DF,2020-05-04,1793,33
ES,2020-05-04,3351,123
GO,2020-05-04,861,30
MA,2020-05-04,4530,271
MG,2020-05-04,2347,90
MS,2020-05-04,274,10
MT,2020-05-04,344,13
PA,2020-05-04,4262,344
PB,2020-05-04,1361,85
PE,2020-05-04,8863,691
PI,2020-05-04,875,29
PR,2020-05-04,1581,97
RJ,2020-05-04,11721,1065
RN,2020-05-04,1536,68
RO,2020-05-04,756,25
RR,2020-05-04,806,11
RS,2020-05-04,1768,76
SC,2020-05-04,2623,55
SE,2020-05-04,772,17
SP,2020-05-04,32187,2654
TO,2020-05-04,303,7
TOTAL,2020-05-04,109005,7381
AC,2020-05-05,817,29
AL,2020-05-05,1606,80
AM,2020-05-05,8109,649
AP,2020-05-05,1931,55
BA,2020-05-05,4040,146
CE,2020-05-05,11470,795
DF,2020-05-05,1837,34
ES,2020-05-05,3540,133
GO,2020-05-05,922,38
MA,2020-05-05,5028,291
MG,2020-05-05,2452,94
MS,2020-05-05,283,10
MT,2020-05-05,365,13
PA,2020-05-05,4756,375
PB,2020-05-05,1493,92
PE,2020-05-05,9325,749
PI,2020-05-05,949,30
PR,2020-05-05,1608,102
RJ,2020-05-05,12391,1123
RN,2020-05-05,1644,72
RO,2020-05-05,861,29
RR,2020-05-05,869,11
RS,2020-05-05,2019,83
SC,2020-05-05,2795,58
SE,2020-05-05,898,21
SP,2020-05-05,34053,2851
TO,2020-05-05,351,9
TOTAL,2020-05-05,116412,7972
AC,2020-05-06,943,35
AL,2020-05-06,1703,89
AM,2020-05-06,9243,751
AP,2020-05-06,2046,56
BA,2020-05-06,4301,160
CE,2020-05-06,12310,849
DF,2020-05-06,2046,35
ES,2020-05-06,3714,146
GO,2020-05-06,1024,45
MA,2020-05-06,5389,305
MG,2020-05-06,2605,97
MS,2020-05-06,288,10
MT,2020-05-06,379,13
PA,2020-05-06,5524,410
PB,2020-05-06,1657,101
PE,2020-05-06,9881,803
PI,2020-05-06,1051,35
PR,2020-05-06,1647,104
RJ,2020-05-06,13295,1205
RN,2020-05-06,1739,76
RO,2020-05-06,943,33
RR,2020-05-06,932,13
RS,2020-05-06,2100,90
SC,2020-05-06,2917,59
SE,2020-05-06,998,23
SP,2020-05-06,37853,3045
TO,2020-05-06,423,9
TOTAL,2020-05-06,126951,8597
AC,2020-05-07,1014,36
AL,2020-05-07,1867,98
AM,2020-05-07,10099,806
AP,2020-05-07,2199,61
BA,2020-05-07,4528,165
CE,2020-05-07,13888,903
DF,2020-05-07,2258,35
ES,2020-05-07,3988,157
GO,2020-05-07,1027,44
MA,2020-05-07,5909,330
MG,2020-05-07,2770,106
MS,2020-05-07,311,10
MT,2020-05-07,417,13
PA,2020-05-07,5935,488
PB,2020-05-07,1849,111
PE,2020-05-07,10824,845
PI,2020-05-07,1131,37
PR,2020-05-07,1678,107
RJ,2020-05-07,14156,1394
RN,2020-05-07,1821,81
RO,2020-05-07,1098,37
RR,2020-05-07,1020,14
RS,2020-05-07,2182,91
SC,2020-05-07,3082,63
SE,2020-05-07,1214,25
SP,2020-05-07,39928,3206
TO,2020-05-07,494,9
TOTAL,2020-05-07,136687,9272
AC,2020-05-08,1177,38
AL,2020-05-08,2033,108
AM,2020-05-08,10727,874
AP,2020-05-08,2322,66
BA,2020-05-08,4819,183
CE,2020-05-08,15134,997
DF,2020-05-08,2442,37
ES,2020-05-08,4242,165
GO,2020-05-08,1053,49
MA,2020-05-08,6765,355
MG,2020-05-08,2943,111
MS,2020-05-08,326,11
MT,2020-05-08,457,14
PA,2020-05-08,6519,574
PB,2020-05-08,2031,114
PE,2020-05-08,11587,927
PI,2020-05-08,1233,38
PR,2020-05-08,1734,109
RJ,2020-05-08,15741,1503
RN,2020-05-08,1919,87
RO,2020-05-08,1222,39
RR,2020-05-08,1124,16
RS,2020-05-08,2493,95
SC,2020-05-08,3205,63
SE,2020-05-08,1438,28
SP,2020-05-08,41830,3416
TO,2020-05-08,573,9
TOTAL,2020-05-08,147089,10026
AC,2020-05-09,1335,40
AL,2020-05-09,2172,114
AM,2020-05-09,11925,962
AP,2020-05-09,2493,69
BA,2020-05-09,5175,196
CE,2020-05-09,15879,1062
DF,2020-05-09,2576,39
ES,2020-05-09,4412,172
GO,2020-05-09,1069,49
MA,2020-05-09,7599,379
MG,2020-05-09,3123,118
MS,2020-05-09,346,11
MT,2020-05-09,502,16
PA,2020-05-09,7018,610
PB,2020-05-09,2156,124
PE,2020-05-09,12470,972
PI,2020-05-09,1278,42
PR,2020-05-09,1809,110
RJ,2020-05-09,16929,1653
RN,2020-05-09,1919,87
RO,2020-05-09,1263,41
RR,2020-05-09,1202,18
RS,2020-05-09,2542,97
SC,2020-05-09,3372,64
SE,2020-05-09,1588,33
SP,2020-05-09,44411,3608
TO,2020-05-09,688,11
TOTAL,2020-05-09,157251,10697
AC,2020-05-10,1447,41
AL,2020-05-10,2258,126
AM,2020-05-10,12599,1004
AP,2020-05-10,2613,72
BA,2020-05-10,5559,202
CE,2020-05-10,16692,1114
DF,2020-05-10,2682,42
ES,2020-05-10,4599,181
GO,2020-05-10,1093,49
MA,2020-05-10,8144,399
MG,2020-05-10,3237,119
MS,2020-05-10,362,11
MT,2020-05-10,519,18
PA,2020-05-10,7348,672
PB,2020-05-10,2341,135
PE,2020-05-10,13275,1047
PI,2020-05-10,1332,45
PR,2020-05-10,1859,112
RJ,2020-05-10,17062,1714
RN,2020-05-10,1930,88
RO,2020-05-10,1302,43
RR,2020-05-10,1290,21
RS,2020-05-10,2576,100
SC,2020-05-10,3429,65
SE,2020-05-10,1771,34
SP,2020-05-10,45444,3709
TO,2020-05-10,747,12
TOTAL,2020-05-10,163510,11175
AC,2020-05-11,1460,45
AL,2020-05-11,2343,138
AM,2020-05-11,12919,1035
AP,2020-05-11,2671,73
BA,2020-05-11,5808,214
CE,2020-05-11,17599,1189
DF,2020-05-11,2799,44
ES,2020-05-11,4819,196
GO,2020-05-11,1100,49
MA,2020-05-11,8526,423
MG,2020-05-11,3320,121
MS,2020-05-11,385,11
MT,2020-05-11,541,19
PA,2020-05-11,8069,812
PB,2020-05-11,2525,139
PE,2020-05-11,13768,1087
PI,2020-05-11,1443,49
PR,2020-05-11,1873,114
RJ,2020-05-11,17939,1770
RN,2020-05-11,2033,93
RO,2020-05-11,1398,47
RR,2020-05-11,1295,24
RS,2020-05-11,2808,105
SC,2020-05-11,3529,69
SE,2020-05-11,1800,37
SP,2020-05-11,46131,3743
TO,2020-05-11,828,14
TOTAL,2020-05-11,169729,11660
AC,2020-05-12,1590,51
AL,2020-05-12,2580,150
AM,2020-05-12,14168,1098
AP,2020-05-12,2910,86
BA,2020-05-12,6205,225
CE,2020-05-12,18412,1280
DF,2020-05-12,2979,46
ES,2020-05-12,5087,212
GO,2020-05-12,1115,52
MA,2020-05-12,9112,444
MG,2020-05-12,3435,127
MS,2020-05-12,405,12
MT,2020-05-12,591,19
PA,2020-05-12,9059,914
PB,2020-05-12,2777,154
PE,2020-05-12,14309,1157
PI,2020-05-12,1612,57
PR,2020-05-12,1930,116
RJ,2020-05-12,18486,1928
RN,2020-05-12,2367,105
RO,2020-05-12,1460,50
RR,2020-05-12,1411,28
RS,2020-05-12,2917,111
SC,2020-05-12,3733,73
SE,2020-05-12,2032,37
SP,2020-05-12,47719,3949
TO,2020-05-12,932,21
TOTAL,2020-05-12,179333,12502
AC,2020-05-13,1694,52
AL,2020-05-13,2761,164
AM,2020-05-13,15816,1160
AP,2020-05-13,3005,94
BA,2020-05-13,6549,236
CE,2020-05-13,19156,1389
DF,2020-05-13,3192,48
ES,2020-05-13,5401,233
GO,2020-05-13,1225,61
MA,2020-05-13,9801,470
MG,2020-05-13,3733,135
MS,2020-05-13,430,13
MT,2020-05-13,661,20
PA,2020-05-13,10344,1022
PB,2020-05-13,3045,157
PE,2020-05-13,14901,1224
PI,2020-05-13,1784,60
PR,2020-05-13,2023,120
RJ,2020-05-13,18728,2050
RN,2020-05-13,2537,117
RO,2020-05-13,1612,50
RR,2020-05-13,1411,29
RS,2020-05-13,2997,120
SC,2020-05-13,3828,73
SE,2020-05-13,2268,42
SP,2020-05-13,51097,4118
TO,2020-05-13,1029,23
TOTAL,2020-05-13,191028,13280
AC,2020-05-14,1740,55
AL,2020-05-14,2972,177
AM,2020-05-14,17181,1235
AP,2020-05-14,3428,101
BA,2020-05-14,6956,262
CE,2020-05-14,21077,1413
DF,2020-05-14,3416,51
ES,2020-05-14,5813,249
GO,2020-05-14,1460,67
MA,2020-05-14,10739,496
MG,2020-05-14,3950,139
MS,2020-05-14,452,14
MT,2020-05-14,719,23
PA,2020-05-14,11479,1095
PB,2020-05-14,3361,160
PE,2020-05-14,15588,1298
PI,2020-05-14,1905,60
PR,2020-05-14,2091,122
RJ,2020-05-14,19467,2247
RN,2020-05-14,2786,122
RO,2020-05-14,1686,56
RR,2020-05-14,1500,37
RS,2020-05-14,3101,126
SC,2020-05-14,4332,78
SE,2020-05-14,2494,47
SP,2020-05-14,54286,4315
TO,2020-05-14,1179,24
TOTAL,2020-05-14,205158,14069
AC,2020-05-15,1785,57
AL,2020-05-15,3212,187
AM,2020-05-15,18392,1331
AP,2020-05-15,3630,103
BA,2020-05-15,8130,281
CE,2020-05-15,23059,1566
DF,2020-05-15,3787,55
ES,2020-05-15,6198,260
GO,2020-05-15,1605,67
MA,2020-05-15,11592,524
MG,2020-05-15,4196,146
MS,2020-05-15,479,14
MT,2020-05-15,779,26
PA,2020-05-15,12638,1175
PB,2020-05-15,3739,170
PE,2020-05-15,16209,1381
PI,2020-05-15,2085,65
PR,2020-05-15,2167,124
RJ,2020-05-15,19987,2438
RN,2020-05-15,2786,122
RO,2020-05-15,1794,62
RR,2020-05-15,1589,40
RS,2020-05-15,3695,132
SC,2020-05-15,4562,79
SE,2020-05-15,2868,50
SP,2020-05-15,58378,4501
TO,2020-05-15,1279,27
TOTAL,2020-05-15,220620,14983
AC,2020-05-16,1867,59
AL,2020-05-16,3593,199
AM,2020-05-16,19677,1375
AP,2020-05-16,3834,108
BA,2020-05-16,8316,286
CE,2020-05-16,23795,1614
DF,2020-05-16,4140,56
ES,2020-05-16,6595,271
GO,2020-05-16,1652,69
MA,2020-05-16,12492,549
MG,2020-05-16,4474,150
MS,2020-05-16,508,15
MT,2020-05-16,851,27
PA,2020-05-16,13464,1223
PB,2020-05-16,4063,183
PE,2020-05-16,18488,1461
PI,2020-05-16,2252,72
PR,2020-05-16,2272,126
RJ,2020-05-16,21601,2614
RN,2020-05-16,3004,136
RO,2020-05-16,1919,69
RR,2020-05-16,1706,49
RS,2020-05-16,3734,138
SC,2020-05-16,4678,81
SE,2020-05-16,3135,53
SP,2020-05-16,61183,4688
TO,2020-05-16,1382,31
TOTAL,2020-05-16,234675,15702
AC,2020-05-17,1997,62
AL,2020-05-17,3816,210
AM,2020-05-17,20328,1413
AP,2020-05-17,3952,119
BA,2020-05-17,8444,295
CE,2020-05-17,24255,1641
DF,2020-05-17,4368,59
ES,2020-05-17,6744,285
GO,2020-05-17,1692,70
MA,2020-05-17,13238,576
MG,2020-05-17,4611,156
MS,2020-05-17,570,15
MT,2020-05-17,901,27
PA,2020-05-17,14201,1280
PB,2020-05-17,4347,194
PE,2020-05-17,19452,1516
PI,2020-05-17,2287,80
PR,2020-05-17,2316,127
RJ,2020-05-17,22238,2715
RN,2020-05-17,3138,139
RO,2020-05-17,1963,74
RR,2020-05-17,1791,51
RS,2020-05-17,3735,144
SC,2020-05-17,4776,83
SE,2020-05-17,3343,57
SP,2020-05-17,62345,4782
TO,2020-05-17,1496,32
TOTAL,2020-05-17,242344,16202
AC,2020-05-18,2234,67
AL,2020-05-18,4031,221
AM,2020-05-18,20913,1433
AP,2020-05-18,4023,127
BA,2020-05-18,8882,312
CE,2020-05-18,26363,1748
DF,2020-05-18,4619,66
ES,2020-05-18,7157,302
GO,2020-05-18,1781,73
MA,2020-05-18,14198,604
MG,2020-05-18,4695,161
MS,2020-05-18,613,16
MT,2020-05-18,937,29
PA,2020-05-18,15467,1392
PB,2020-05-18,4786,207
PE,2020-05-18,20094,1640
PI,2020-05-18,2440,85
PR,2020-05-18,2390,130
RJ,2020-05-18,26665,2852
RN,2020-05-18,3483,160
RO,2020-05-18,2043,83
RR,2020-05-18,1882,60
RS,2020-05-18,3750,151
SC,2020-05-18,5175,85
SE,2020-05-18,3566,59
SP,2020-05-18,63066,4823
TO,2020-05-18,1646,38
TOTAL,2020-05-18,256899,16924
AC,2020-05-19,2482,73
AL,2020-05-19,4319,235
AM,2020-05-19,22132,1491
AP,2020-05-19,4310,136
BA,2020-05-19,11014,326
CE,2020-05-19,28112,1856
DF,2020-05-19,4853,72
ES,2020-05-19,7693,325
GO,2020-05-19,1880,73
MA,2020-05-19,15114,634
MG,2020-05-19,4977,167
MS,2020-05-19,642,16
MT,2020-05-19,995,32
PA,2020-05-19,17177,1554
PB,2020-05-19,5300,219
PE,2020-05-19,21242,1741
PI,2020-05-19,2637,87
PR,2020-05-19,2519,133
RJ,2020-05-19,27805,3079
RN,2020-05-19,3796,170
RO,2020-05-19,2413,88
RR,2020-05-19,1988,64
RS,2020-05-19,3798,160
SC,2020-05-19,5413,91
